transformation_type,numerical_count,theoretical_count,objects_generated,iteration,ratio,description,integration_params
CMND,1803,1698.0192692873645,10000000,2,0.9417744144688656,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1840,1698.0192692873645,10000000,3,0.9228365593953068,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1814,1698.0192692873645,10000000,4,0.9360635442598482,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1820,1698.0192692873645,10000000,5,0.9329776204875629,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1755,1698.0192692873645,10000000,6,0.9675323471722875,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1753,1698.0192692873645,10000000,7,0.968636206096614,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1767,1698.0192692873645,10000000,8,0.9609616690930189,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1751,1698.0192692873645,10000000,9,0.9697425866861019,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1826,1698.0192692873645,10000000,10,0.9299119766086333,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1779,1698.0192692873645,10000000,11,0.9544796342256124,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1846,1698.0192692873645,10000000,12,0.919837090621541,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1792,1698.0192692873645,10000000,13,0.9475553958076811,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1771,1698.0192692873645,10000000,14,0.9587912305405785,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1750,1698.0192692873645,10000000,15,0.9702967253070655,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1837,1698.0192692873645,10000000,16,0.9243436414193601,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1767,1698.0192692873645,10000000,17,0.9609616690930189,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1798,1698.0192692873645,10000000,18,0.9443933644534842,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
CMND,1789,1698.0192692873645,10000000,19,0.9491443651690131,hypercube,"{'center': (1, 0, 0, 0, 6.2840227308020005, 0), 'widths': (0.2, 0.2, 0.2, 1.0547326203208556, 1.0547326203208556, 1.0547326203208556)}"
