9.085812456480785831e-07 5.213595133521905669e-07 2.283734518910596000e-07 nan
1.579806313399042121e-06 9.843622648572885724e-07 5.248960681000789271e-07 2.242141073170769531e-07
2.829441052165827254e-06 1.777957729941066351e-06 1.014697141029063082e-06 4.992748949562886715e-07
5.235077404838947862e-06 3.306715596809573198e-06 1.938878762489839594e-06 1.013982698848959177e-06
