1.013982698848959177e-06 4.574147645645765108e-07 1.767316599143007878e-07 nan nan
2.060251745971472006e-06 9.929795627797853483e-07 4.110597866759587559e-07 1.483287196156005346e-07 4.770287460950747181e-08
4.024113682555284746e-06 2.106892092965394162e-06 9.490670621539495062e-07 3.652080374326938627e-07 1.236350651522209585e-07
6.940694737459742550e-06 4.003822896684930897e-06 2.013187971767040997e-06 8.624581399105782927e-07 3.154634075014501400e-07
nan nan nan nan nan
