7.090375085820387308e-08 nan nan nan nan
2.327836745665206330e-07 1.802018621998405794e-07 1.800201200477513817e-07 nan nan
8.559257997817175183e-07 3.787014363959277543e-07 3.697325033804538379e-07 2.981127687570947204e-07 nan
2.187794192631025720e-06 1.044541937684924705e-06 6.489637497175689935e-07 5.890200095185512898e-07 4.038467969590169275e-07
4.424146860685846672e-06 2.403595224438715410e-06 1.324101809291313321e-06 1.000108827955680070e-06 7.769359124828348937e-07
