6.352805461053463382e-08 2.075159094082610704e-07 6.542624616179118226e-07 1.672539576406621625e-06 3.622041632201480806e-06 6.719338327903011654e-06 1.095921932470646385e-05 1.913988089045869824e-05 3.317428776655150489e-05 4.128373799847204380e-05 4.397576517170873446e-05 4.335796531782681092e-05
3.257895785674986400e-08 1.185526582847792727e-07 3.142195735968241297e-07 8.874787442421808545e-07 2.089348693964679446e-06 3.968601882098028233e-06 6.449854172107446190e-06 1.073062709013039651e-05 2.078893309643153016e-05 3.256271759527224353e-05 4.491613420021630309e-05 4.148031148944661802e-05
6.491312112757679628e-09 8.565487780268341274e-08 2.432474223711993544e-07 5.311758519058841149e-07 1.201350285367460914e-06 2.486522306743379045e-06 4.416993698257453152e-06 7.328691624082067252e-06 1.361387369005209704e-05 2.409869363763974268e-05 3.588566663541723016e-05 4.689089903610071957e-05
7.295616036216501024e-11 3.055689404891054066e-08 1.822982717478395518e-07 4.466531639775483680e-07 8.758392369292647795e-07 1.694932668896173340e-06 3.170935634744066651e-06 5.577091157341753589e-06 9.995716576047576843e-06 1.810974979807883847e-05 2.839882187177265258e-05 4.251213618562986663e-05
7.811115154026322485e-16 2.380822549826096072e-09 7.899135681262681640e-08 3.094754596165318111e-07 6.788495849730565675e-07 1.252236227322110609e-06 2.264543276827828539e-06 4.099335973609304491e-06 7.430250305567974846e-06 1.345171425484066890e-05 2.178080103754380972e-05 4.001378958673021841e-05
0.000000000000000000e+00 7.671403176911807481e-12 1.317068391166675829e-08 1.418854591153924899e-07 4.331054664055153384e-07 8.777367762216077227e-07 1.567753714385902988e-06 2.789611529701116849e-06 5.090467086882289044e-06 9.330400798803277124e-06 1.574468320143359166e-05 2.348949840671471167e-05
0.000000000000000000e+00 1.430919348836105703e-16 4.134433308675536623e-10 3.349197800190535363e-08 1.995649910089153338e-07 5.207853708344510469e-07 1.008613118573629252e-06 1.799753508632907702e-06 3.256218356357840863e-06 6.020854366810955359e-06 1.062223342499549308e-05 1.635326309204759238e-05
0.000000000000000000e+00 0.000000000000000000e+00 8.815946898498079357e-13 2.824006845725646218e-09 5.619103675993961169e-08 2.360977213208574780e-07 5.576016932275761177e-07 1.066960963278617160e-06 1.961645514242289247e-06 3.670881628802553694e-06 6.731184970784792473e-06 1.103972176455845487e-05
0.000000000000000000e+00 0.000000000000000000e+00 6.224327584256533901e-17 5.173699910610628935e-11 7.870640619635099920e-09 7.324556420433293378e-08 2.458272626688973051e-07 5.474095324997081453e-07 1.068722122140468581e-06 2.069869195659081455e-06 3.976409523552466738e-06 6.995764458842004572e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.811541668792677832e-13 4.232798525148552072e-10 1.373432337627243128e-08 8.054093069454711533e-08 2.322603365250168199e-07 5.058364564330465377e-07 1.037215660373166981e-06 2.119402510306501399e-06 4.042303088247974412e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.176670445215980065e-17 7.308981858830235919e-12 1.343108874030030002e-09 1.810922467960316280e-08 7.817383456390175796e-08 2.040183548099183271e-07 4.511589568019855077e-07 9.862217399502805010e-07 2.061845711054190424e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.077539071433086080e-30 6.093438813291126519e-14 6.042436782513684679e-11 2.551224815730211315e-09 1.979098046751025177e-08 6.893162826452949981e-08 1.707243942405199160e-07 3.960197909162959442e-07 9.053021709237912552e-07
