# P(X) XY plane integration cube position and spheric velocity
# method: spheric velocities Rv respect to the center
#  x_min=-0.2, x_max=0.2, y_min=0.4, y_max=1.5, dx_cell=0.1, dy_cell=0.1, dz=0.1, vx_center=0.01, vy_center=0.01, vz_center=0.01
1.076184267759962689e-04, 6.415591414725671016e-05, 4.697287598502852308e-05, 6.396459477001157495e-05, 1.073290572740936998e-04
1.177054128781411394e-04, 7.032656253322112612e-05, 5.359824995558194597e-05, 7.007780405320116303e-05, 1.172196072188176575e-04
1.203953723200087690e-04, 7.292382269241657103e-05, 5.704621175475546986e-05, 7.260372357834773385e-05, 1.196538374827611198e-04
1.158567498510250599e-04, 7.256878660408519943e-05, 5.823698343067911816e-05, 7.217402873918844178e-05, 1.149068986871225361e-04
1.064718786634963636e-04, 6.977890031092755696e-05, 5.750486158850485682e-05, 6.932790172849212301e-05, 1.054262893987226949e-04
9.524899542056537217e-05, 6.539780799845253969e-05, 5.527920975754069987e-05, 6.493146553106418346e-05, 9.422592772297489828e-05
8.441029424789118932e-05, 6.034716986138291089e-05, 5.213981024325983169e-05, 5.989761708486808034e-05, 8.347382802824296875e-05
7.498959187041709406e-05, 5.527760592993021302e-05, 4.858962988800713518e-05, 5.485560603598995576e-05, 7.414183120169728144e-05
6.709060047293180420e-05, 5.046997629674992655e-05, 4.491896294482323045e-05, 5.007163232222034321e-05, 6.629858390558099888e-05
6.035165830414838804e-05, 4.593151119492621732e-05, 4.122605177678886494e-05, 4.554730481274157840e-05, 5.956955134748973614e-05
5.434946851948790637e-05, 4.154783728068949693e-05, 3.746448720311652001e-05, 4.116367338376472927e-05, 5.353142137202740539e-05
4.869000300793521936e-05, 3.726803517055238653e-05, 3.365146240939196612e-05, 3.687065411905700633e-05, 4.781373220272187266e-05
