1.443690541014966121e-13 2.682489248919626878e-13 2.752346013697965635e-13 1.828775879085145809e-13 1.055425499883189697e-13 7.583907271035350421e-14 7.464634715029760162e-14 7.871721066176665567e-14 8.789530382700513486e-14 9.268997663120286151e-14 5.813202784728227327e-14 6.216416031893624386e-15 2.089007098110921856e-18 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.925507216220336610e-16 8.541483096045741160e-09 6.352805461053463382e-08
2.489015445192996410e-13 2.551323610380679202e-13 1.941211913618227331e-13 6.265901027605321181e-14 3.169147442935058111e-14 2.787620866033630843e-14 3.061083731530290990e-14 3.525900761430165836e-14 3.911081490989216281e-14 3.252304016596294753e-14 1.017069115889715293e-14 1.518059486523021016e-16 4.386697778623658487e-26 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.467144677932524496e-10 3.257895785674986400e-08
4.367564759261955896e-13 4.460890001286162342e-13 1.521232420732729062e-13 4.884156439535459928e-14 2.163111714162803463e-14 1.654459237603358337e-14 1.661206170688065868e-14 1.764090021293938243e-14 1.631223189328701543e-14 8.813337915267286713e-15 9.174213326383805824e-16 6.705986691192124255e-19 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.539615638676897035e-16 6.491312112757679628e-09
4.847271261869009348e-13 3.868156463211776625e-13 1.452081544724198023e-13 5.087885973978535433e-14 2.062929286307564942e-14 1.190857523742182349e-14 9.447136949199676621e-15 8.383239899048234723e-15 5.797727702796325799e-15 1.662570179920423343e-15 2.773130868478726452e-17 6.633902557282642936e-26 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.295616036216501024e-11
2.178174651984549325e-12 2.821681476067672563e-13 1.170827478977533293e-13 4.078040235325472270e-14 1.486353755877851493e-14 7.080166587566797047e-15 4.868047204911244076e-15 3.562893277013651080e-15 1.649653211983349659e-15 1.787789799866597501e-16 1.077510938441018135e-19 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.811115154026322485e-16
3.248942801684512916e-13 1.837518120523196296e-13 7.360321388980511708e-14 2.394550417619984869e-14 8.032792475852251859e-15 3.652245720529567173e-15 2.304636168750653190e-15 1.301164612215810476e-15 3.454114220621287190e-16 7.466369433970930200e-18 9.701779324385289673e-26 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.147504925074249763e-13 1.088353477506894200e-13 3.887611760246216027e-14 1.188671507996651296e-14 3.931852468522591844e-15 1.781225747837136206e-15 9.756879187851986425e-16 3.925041206525479749e-16 4.472351323255434204e-17 5.295149966835090576e-20 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.350608174049395997e-13 5.853177704014325679e-14 1.912333030123605808e-14 5.647034117820557796e-15 1.858879783608567676e-15 7.959833097963831324e-16 3.611322483190707799e-16 9.142132505409417435e-17 2.686366252813833455e-18 4.597047444268807453e-24 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.881401020106781287e-14 3.006680535614070234e-14 9.160333289004513244e-15 2.588643582681935325e-15 8.089777914217902258e-16 3.196338367285457824e-16 1.159156137906000025e-16 1.440410336718846200e-17 3.876711814952939929e-20 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.335551310527137146e-14 1.486812019286485553e-14 4.180482417407433089e-15 1.077154938649070630e-15 3.152678738664981221e-16 1.199389304684791276e-16 3.029443609227006384e-17 1.233566971444617911e-18 1.770298129729337078e-23 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.238842605581305047e-14 6.871577455674789244e-15 1.706040261310690384e-15 3.885585185821840098e-16 1.191529842253091601e-16 4.158742187946061111e-17 5.792693371954623235e-18 3.446307101412410783e-20 6.201321068143924023e-35 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.054632368370457511e-14 2.805830713361691254e-15 5.871824401073077259e-16 1.313106421103219813e-16 4.689000889468308742e-17 1.224542425413638489e-17 6.804970513745167449e-19 7.822308728163280195e-23 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
