#clean data from CNOS fireballs catalog without nan values
#this data was download 2023-10-05
#addign earth and sun SSB positions, latitud and longitud float values, ecliptic and velocity positions. 

Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),earthx (km),earthy (km),earthz (km),sunx (km),suny (km),sunz (km),earthvx (km/s),earthvy (km/s),earthvz (km/s),sunvx (km/s),sunvy (km/s),sunvz (km/s),x_ecliptic (km),y_ecliptic (km),z_ecliptic (km),vx_ecliptic (km/s),vy_ecliptic (km/s),vz_ecliptic (km/s)
2018-06-26 17:51:53,32.0,12.1,63.0,14.1,-10.0,-1.0,-9.9,29000000000.0,0.1,12894565.449701026,-150494513.9316397,-7751.658607990021,98652.45496597637,1033151.4228507213,-13858.42974168,29.175246591566818,2.403454710539847,0.000801315523909861,-0.012303784786357318,0.006420718023124997,0.0003021740985480143,-5285.465075465902,91.53328682823576,3669.7220264069265,9.829673601713568,-2.279340789699397,-9.821448209598012
2018-06-21 01:16:20,52.8,38.1,27.2,14.4,-8.9,-4.3,-10.5,1224000000000.0,2.8,-1490473.0050455078,-150986478.4700404,-7863.629661962764,104684.48547700256,1029970.6335844283,-14006.341988917457,29.290067980429146,-0.4065315859470256,-0.0004027622538953072,-0.012229584651013635,0.0065156658220729005,0.0002993833892900354,3229.402998091913,30.76589821065363,5515.908818055865,-7.013222220274919,2.1629036256237733,-12.368365490912137
2018-06-02 16:44:12,-21.2,23.3,28.7,16.9,0.9,-16.4,3.9,375000000000.0,0.98,-47141102.78387278,-143153528.37967074,-8200.96882631025,123885.88076115686,1019412.424938451,-14473.434206946418,27.80029908823472,-9.3898061825786,0.0016214905329169991,-0.011986773133633211,0.006792408772963525,0.00028979582241510355,-5780.419628539608,493.27018841997915,-2712.0881855078405,9.540797453651209,14.272967585267331,-1.955881165725895
2018-05-03 07:23:59,46.9,-7.5,39.0,11.5,1.3,-2.1,-11.2,38000000000.0,0.13,-110897963.96840794,-101014757.89629054,-10747.180333174689,154848.3642369973,1001019.4224299742,-15218.379400700791,19.645597837042768,-22.039496315947606,0.0017953046764805044,-0.011596191178165578,0.007211538928982976,0.0002780605782799992,3577.4065158532076,-496.89907565689623,5290.488896199819,-0.050836340606530625,-6.954704615647945,-9.192021148917648
2018-04-30 13:17:57,-45.5,-1.4,34.0,13.1,8.7,-9.5,2.5,30000000000.0,0.1,-115449721.63345058,-95661082.57816511,-11112.598669994226,157603.5659560471,999299.1032613452,-15284.429368296389,18.603891831703223,-22.948927761148617,0.001245573221985253,-0.011560473802973722,0.007247161165689324,0.00027707133423866815,2494.7959600491467,1621.3582035000582,-5667.791650733101,12.958460817976265,2.892154881737171,1.4457944896213024
2018-04-21 12:06:04,-59.0,45.8,28.2,14.6,7.1,-4.6,11.9,36000000000.0,0.12,-128576590.51664865,-76642682.36843891,-11485.338691651492,166597.16616399147,993587.5345861507,-15499.825152390917,14.89953597604818,-25.6118184305924,0.0003111923786856534,-0.011443840614767409,0.007361368143126796,0.00027389438473780504,760.5836986743457,775.6260065662368,-6297.653910771607,8.708717706583222,4.377180108487884,11.055671154413915
2018-04-19 14:02:27,7.5,3.6,30.0,20.9,-9.1,-2.5,18.6,72000000000.0,0.23,-130977618.83043039,-72354376.645717,-11565.446342430128,168492.71322662322,992364.9261250079,-15545.18687679744,14.057157755119608,-26.107016141889396,0.0006857502470482896,-0.011419292282122873,0.007385084069663225,0.0002732365096248582,3029.5842164038772,5453.130188559585,-1464.4365049848711,-2.2728050688395407,-1.0950118144673713,20.75202336078148
2018-04-19 13:39:38,-22.2,72.6,31.5,10.9,-5.9,-9.1,1.4,512000000000.0,1.3,-130996858.26333982,-72318633.42013998,-11566.387730876151,168508.34609923247,992354.8158113451,-15545.56093387714,14.05012166084244,-26.110990225032367,0.0006895448566664581,-0.01141908990891108,0.007385279205333898,0.00027323110135228195,-3394.2433934118008,3517.214510394047,-4141.606862771347,3.9342858648635306,-8.613186126518894,5.2525237868477275
2018-02-21 01:28:03,-13.5,-37.1,31.5,13.1,-0.9,13.1,-0.4,71000000000.0,0.22,-130544835.28005444,70149252.86510468,-18831.381318394862,223496.12274625248,953998.6853144215,-16857.22605915589,-14.420873741069293,-26.443122058548884,0.0016103108373690088,-0.010740263566742115,0.008047175382676028,0.0002566674144918347,-4451.911453111127,3417.5691392026756,-3093.4327877548576,-0.4685239503426155,-11.887717813475575,4.718830602246309
2018-02-01 12:21:36,-19.4,104.3,37.0,16.5,8.1,-8.4,-11.7,190000000000.0,0.53,-99047704.06897934,109898086.32553902,-21558.994922411854,241452.577884675,940202.5069937349,-17288.24548334673,-22.505281261638878,-20.15688356413467,-1.172980960738023e-05,-0.010522286543176147,0.008293368252674514,0.0002536335158524746,2924.9932578303506,4016.0028467668044,-4054.6357765687912,0.5117368711420262,-15.555166519009244,-6.009349335243449
2018-01-15 02:18:38,-52.0,57.2,43.6,23.7,18.6,-12.1,8.4,199000000000.0,0.56,-61066757.14906665,134699762.02146167,-23357.33494088739,257131.9488601697,927552.076865325,-17667.255662807645,-27.585745225648076,-12.517073501050604,0.00168903732735507,-0.010311477510006089,0.008518298832256917,0.0002498111255810534,-3568.031868140021,-3597.678590098597,-3923.611169429435,-9.77230656116936,21.913338966414837,-0.3263325252537346
2018-01-06 21:24:22,55.8,52.5,26.0,21.0,0.8,2.2,-20.9,28000000000.0,0.098,-40943300.564505115,142137697.4488642,-23873.04903628181,264404.0591577991,921476.3933958866,-17843.52378723612,-29.08827952274357,-8.435414919369848,-0.00025660590723930124,-0.010205636371286235,0.008623706897579998,0.0002474469202785756,-1778.3875773232596,4974.185269980382,3594.597024807159,-1.5268178391831524,-6.73436153281552,-19.857147555252844
2017-12-15 13:14:37,60.2,170.0,20.0,31.4,27.8,-4.7,-13.9,3114000000000.0,6.4,16923386.707441084,147205906.3105846,-24968.6473708169,283808.56293728773,904564.7303755918,-18313.028042941172,-30.10229187630431,3.2712311671874534,0.0003342807549624549,-0.009897400051399614,0.008893404599818959,0.00023842782128263975,-143.0187312648255,5120.701435213538,3806.407875259639,1.7561661347608484,-31.349026154142052,-1.5621654123258217
2017-11-19 04:17:32,-24.2,135.0,33.3,11.4,6.7,-3.4,8.6,28000000000.0,0.098,81307809.3100789,124573292.29704349,-24793.031534238205,305946.9867412938,883965.3877047393,-18843.798353641097,-25.425554051286433,16.22406119684412,-8.517974472382068e-05,-0.009531280278964592,0.009187606610343844,0.00022768228962987688,-1272.8895052373284,-6278.975669970986,-122.43571053509095,-1.1303330426216867,10.36701268625226,4.881014829831545
2017-10-23 15:31:23,28.8,44.6,35.4,16.7,-5.7,-10.7,-11.5,24000000000.0,0.086,128980892.5335672,75674264.3024476,-23440.08562854302,327347.8472377346,862584.6522891829,-19352.012353522707,-15.479209404917498,25.65435909103807,-0.0004148295432819047,-0.009137457019468834,0.00945861424202399,0.00021530402355632164,3574.889684012945,-2768.7168602581114,4541.430649688524,-10.474574186891491,1.2936110206544713,-13.075381919256593
2017-10-15 04:33:16,-65.2,128.2,24.1,15.9,9.5,-8.3,9.7,33000000000.0,0.11,138868028.23248017,56190306.29686155,-22450.040987164768,333978.0464771171,855645.1338571466,-19507.744698475675,-11.536984355021715,27.572576782912552,-0.002011713339728426,-0.009010461883384821,0.009535077966481587,0.0002109326367340671,-2068.946601178999,-3893.630308048475,-4617.654751972404,7.86609679705393,12.957839720678777,4.939730702299203
2017-10-04 12:07:05,28.1,99.4,37.0,14.6,-8.5,-9.0,7.8,192000000000.0,0.54,147110643.7233626,29954748.732492894,-21339.436065545447,342222.5730403374,846800.689271706,-19699.83682788617,-6.2889586958337045,29.106267119637852,-5.342742574426447e-05,-0.008851182861974163,0.009624550518722536,0.00020517848264823765,2331.3165414775103,-3544.1014307048695,4806.020496087804,5.547097655368643,12.924069034695393,2.887874341498007
2017-09-05 05:11:27,49.3,-116.9,36.0,14.7,12.7,-6.1,-4.2,38000000000.0,0.13,144287397.65379527,-44277742.36232665,-18915.099107853635,364097.6250119109,822177.2552408125,-20198.899959611637,8.408816230664339,28.314204783943385,9.835184654051405e-05,-0.008453087368692998,0.00983208507174235,0.00019028885024732713,2422.5505170873535,-1219.2821549541984,5799.033006549615,11.080770471936294,5.835265677495021,-7.1283750499032035
2017-07-23 06:12:38,-6.6,-69.7,38.0,17.2,-0.4,8.7,-14.8,35000000000.0,0.12,77206052.213841,-130361016.05268505,-15618.36036813204,395211.4724761393,784154.2769995747,-20896.491668020157,25.223881648362067,14.96019421925867,-0.001621834530685184,-0.00793149437912517,0.010206716928254003,0.00017762851433852743,5177.965369039444,-3703.4861063074477,797.5455149713777,-5.497821540615451,0.17938607925689176,-16.198650556056137
2017-07-13 09:30:36,23.1,60.7,35.0,13.7,-10.0,-6.5,-6.8,73000000000.0,0.23,54762624.582975775,-141245565.66918272,-15283.788345597863,401918.77560286527,775416.0251725947,-21046.708524929025,27.324213065430538,10.53707356326951,0.0006796043155626518,-0.007810370619152754,0.010303317713905056,0.00017491024167351417,-4133.848613800331,4858.474813562197,626.8390214659776,3.7501605753541933,-12.904613532747426,-1.8237713996299316
2017-06-30 14:26:45,-34.3,134.5,20.0,15.2,10.9,-9.7,4.2,94000000000.0,0.29,23545690.708006915,-149557403.29739964,-15369.633664708286,410462.3658339308,763955.352386397,-21237.903804153524,28.950295574719537,4.441807362260528,-0.0010365486211930477,-0.007645602447115226,0.010432018219078262,0.00017088403757388609,-29.55177047948383,-6280.552169499932,-1184.7301738993065,-1.2886973421520016,15.034054049954172,-1.9378655765559962
2017-06-23 20:21:55,57.0,143.7,35.1,24.3,17.7,13.1,-10.3,184000000000.0,0.52,6536335.185449448,-151176705.06716445,-14736.317873206042,414897.385786584,757848.7085763842,-21336.922433936903,29.286166616323264,1.0980517875529967,-0.0006505498619559672,-0.007556032132687071,0.010499277841165746,0.0001685100103308608,3509.576199040807,2188.4771594800845,4881.68245289429,-6.124016156738975,-23.736239944241266,-0.924211349038238
2017-06-20 13:41:32,-54.2,133.0,33.3,13.6,8.7,-5.7,8.8,636000000000.0,1.6,-1762812.0559468109,-151256110.29088324,-14689.19628107784,417031.28294158215,754870.46728003,-21384.488209897925,29.30275730035679,-0.5369066091582025,0.00033153945602378134,-0.007512683045851646,0.010531822987310702,0.00016738964880555512,-1474.1019110480638,-5233.864382717997,-3370.5393883495753,1.422002508950358,13.017794067281844,3.9449831644891837
2017-05-24 07:03:03,-9.1,101.8,46.0,18.4,-6.5,-16.5,-5.0,90000000000.0,0.28,-68176229.41041957,-134348296.78084144,-15489.573185265697,434302.9988263618,729707.8882396695,-21770.23071651286,26.077044979722587,-13.60037977212924,0.0009010240214183247,-0.007133899783533765,0.010829752202125188,0.00016014976815631888,70.26920262152075,5418.419091090271,-3449.4218480416,-9.451501231288866,-15.484105699761557,1.2808414930622174
2017-04-30 21:28:28,-25.7,56.2,32.4,21.5,-13.4,-14.2,8.9,150000000000.0,0.43,-114197033.45099148,-97140602.5225702,-17201.155595035187,448340.6972142817,707548.4677907921,-22086.189937548774,18.85972991483746,-22.757474492997265,0.00029078970760941465,-0.006742982429555294,0.011087955878941201,0.00015188553596538472,-3149.125011106936,-5546.653066587059,-601.1943411195757,12.852199443470385,16.948882748775542,2.3286894861329506
2017-03-09 04:16:37,40.5,-18.0,23.0,36.5,-15.3,25.8,-20.8,400000000000.0,1.0,-145098459.80390078,30142876.911855698,-22907.721684099233,476742.9975987001,656038.1213382086,-22714.885350260527,-6.39459462354725,-29.288938767109013,0.00026644321643535824,-0.005722095911143158,0.01147261143048277,0.0001233834150336549,-4084.666038675285,-782.9219283871143,4854.096507714023,29.44555302933268,-12.045039272340384,-17.502241219404088
2017-02-25 01:22:59,29.5,13.5,25.4,12.2,-7.6,-9.3,2.2,65000000000.0,0.21,-135216059.98137328,59946849.92524263,-24537.255686498716,482614.38849308976,643996.0649481121,-22841.055329767652,-12.427191022894473,-27.405852433973283,0.0023406902673409422,-0.005491383528945802,0.011523606090916148,0.00011759092100094301,-5502.931653727896,444.08519898123507,3234.16907459987,8.23579779300785,9.205289116206028,-1.608046407573314
2017-02-18 19:48:29,6.2,60.4,38.0,24.2,-6.6,-22.7,-5.3,295000000000.0,0.79,-127731766.54002616,74319329.23918064,-25514.88492945527,485539.6094145989,637785.0546118987,-22903.57609111039,-15.342169118858493,-25.92265160407406,0.0011171309017501223,-0.005373754712026872,0.011544925855105973,0.00011462743518748656,-5299.550530355995,3533.0732742875753,-771.8755971709905,22.404806501666066,-9.33397963280111,-1.7706161432315648
2016-12-23 03:29:09,21.3,49.3,42.0,29.7,-22.4,16.4,-10.5,38000000000.0,0.13,-3340103.6901197187,147680269.4707743,-29263.67385837174,509784.9337956164,579982.3060849557,-23409.40337603535,-30.273151074461147,-0.8687260110598749,-0.00043969188997406745,-0.004398918056687165,0.011624147079117587,8.90420477357975e-05,-5817.167520050714,-347.81786705725267,2687.3363177990827,8.415778900915143,-28.031486136724453,0.6935285275888692
2016-11-24 14:10:34,-15.2,80.3,30.6,17.4,9.1,-11.2,9.7,138000000000.0,0.4,68710803.37638524,131547428.75689605,-29105.504102874733,520168.1715266001,551251.989459921,-23620.18088879327,-26.914579905034675,13.666786084061675,-0.0012162782043218035,-0.004021111747570429,0.011678960932665152,8.231005885263978e-05,6172.459723614474,-1002.4502147003694,-1396.0821339324652,-10.140237424964967,-5.976966711121693,13.181880144174398
2016-10-01 20:23:45,36.2,6.7,27.8,14.2,-10.0,3.9,-9.3,31000000000.0,0.11,148492664.21945935,23538833.023574274,-25815.56368249464,537116.670433714,496541.7228084909,-23967.474704291777,-5.075993176922222,29.346853857297504,-0.0019038787003967232,-0.0032548312414814517,0.011895084631055663,6.473884117140396e-05,4158.3675100741075,-1340.340230900083,4674.665635835046,-4.834595089524975,4.926737767165068,-12.263841355083605
2016-09-22 04:57:49,-51.8,178.5,40.0,17.5,-2.5,-3.3,17.0,71000000000.0,0.22,150673807.18584839,-1111481.5948301007,-24280.04344575501,539766.9472722095,486615.89578880684,-24019.60552459458,-0.1600942841055865,29.684504943640803,-0.001027355378238955,-0.0031074438633010262,0.011932453819466721,6.050979167196752e-05,-1093.4925713296875,-5506.850863835511,-3082.61857364198,2.3275935567168347,3.8611114789397822,16.850865144423466
2016-09-14 15:01:51,-3.5,44.6,54.0,18.3,3.5,-16.2,7.7,76000000000.0,0.24,149525668.36924544,-20481660.803293996,-24138.459401856893,541763.9734738516,478790.1358399618,-24058.257051795383,3.6551098158299076,29.38915732458037,7.111640373369838e-05,-0.002990106842667309,0.011964981542216585,5.75365461991754e-05,-693.9294136012355,-6010.710251868442,2182.0148245300297,-13.402954014055057,12.606238308896977,2.950829093186501
2016-08-11 05:59:58,-43.7,53.8,34.3,14.9,-0.7,-11.4,9.6,184000000000.0,0.52,114579504.01969703,-99473029.85275811,-21452.416785233316,549790.8288538418,443037.9540835827,-24206.97359136466,19.134990563887772,22.312255499991902,-0.001204682754539157,-0.0024008987021746793,0.012100143507939684,4.17529229208301e-05,-1102.7801134356584,2387.326115209028,-5837.264846043421,8.605751075832442,-3.3489615331111353,11.900214762320147
2016-07-05 01:24:26,1.0,48.6,38.2,25.1,-10.3,-2.0,-22.8,153000000000.0,0.44,35391581.71301308,-147659137.77604547,-18648.510920087752,556400.5648712931,404048.79080061207,-24307.27642373692,28.522270909329386,6.727228697533225,-0.0009912038297904314,-0.0017136658975224108,0.012142946123369466,2.0129821696307638e-05,6366.468323699715,-686.4090034688945,407.6962564599255,-7.551856276592769,-2.717658239189011,-23.659173280234796
2016-06-27 10:02:42,15.8,-11.9,33.3,29.1,-29.1,1.5,0.7,458000000000.0,1.2,16331406.421262678,-150865883.02112526,-18665.326913006316,557487.7426506286,396035.56376218534,-24319.181362612744,29.141929183989802,2.9788819002543674,0.0008501161326437688,-0.0015814826802417054,0.012135646885995091,1.6078919337292953e-05,3590.8985185749634,5293.676725633759,-410.8331453524788,-12.683208343827678,-23.856304454502958,11.12800456438709
2016-06-05 06:12:55,-17.4,138.3,28.7,14.5,6.0,-11.9,5.7,331000000000.0,0.87,-39258756.37984819,-146113112.5898959,-18345.88134963093,560164.755938178,372815.61573999666,-24341.371812460893,28.27189936987353,-7.916609727329561,0.00022360859109358272,-0.0012167017202612802,0.012121657957112019,7.559316671195062e-06,-3542.0689410255836,3820.881281560101,-3725.2992674921643,3.5544670643134726,-9.37235590596177,10.269849849771829
2016-05-20 11:59:46,-32.8,15.1,30.6,20.8,5.4,-9.9,17.5,20000000000.0,0.073,-75885083.0756423,-130323407.37472305,-19516.785372837432,561647.5169242523,356316.5188033455,-24348.144423387257,25.21749370728362,-15.132940328201757,-0.00012712751772466473,-0.0009618512178666931,0.012113485388983191,2.471132228397516e-06,1540.4664569971364,3365.5450824264226,-5224.179762524278,11.663458297564224,6.281960106444565,16.33015410245033
2016-05-16 10:09:41,3.2,6.6,41.7,12.2,-6.7,-3.3,-9.6,519000000000.0,1.3,-84579975.25829032,-124688476.73042668,-19382.429051630013,561974.7557893962,352050.4336833265,-24348.79503939537,24.137081997920983,-16.85445040695518,-0.000526182122634585,-0.0008963980851823963,0.012111547993221857,1.2272861728904623e-06,5357.94681755323,3367.064240906223,-1081.081766985053,-4.262099991897871,-9.640331794779332,-6.276464166735764
2016-04-18 11:59:10,20.7,-14.5,31.5,17.1,-3.5,2.2,-16.6,224000000000.0,0.62,-131266293.02880922,-71730105.66438596,-21045.47052338607,563595.3473388809,322843.1447766403,-24341.587570476004,13.803007668616818,-26.22794625816712,-0.00017642078405148465,-0.0004451667711448123,0.01210016764682834,-7.383126651284158e-06,5869.7523257375315,2040.7657461531535,1559.0796033717975,-4.04948569482058,-6.621615096232771,-15.21520597809712
2016-04-10 14:57:53,22.0,149.0,35.2,15.1,4.7,-12.9,-6.4,655000000000.0,1.6,-139439948.01658177,-53278544.04986238,-21317.00153217271,563854.4020995578,314611.15387471946,-24335.63200650215,10.17475111980858,-27.92631456327854,0.0013554143436238346,-0.00031644875669587126,0.01209413770592038,-1.0129827065307619e-05,-5015.537431060427,-1977.10259025246,3468.159282110819,13.398487170970586,-3.648550290367441,-5.416889595027196
2016-03-16 23:54:20,-49.2,-6.3,42.0,13.3,-7.6,9.1,6.0,32000000000.0,0.11,-148031961.199013,9101891.691676429,-23520.377832839637,564111.4149704416,288894.26433360536,-24306.686065311576,-2.2376582914210217,-29.834524100816495,0.0007337864288683053,7.581209172706235e-05,0.012084024906410374,-1.6465184377077173e-05,-4103.052772818595,-1054.3446733268288,-4807.7885712726165,6.5655639581053755,-6.449221556618415,9.324420678729975
2016-03-03 01:32:43,-48.0,51.0,31.8,11.7,4.8,-7.1,7.9,58000000000.0,0.19,-141024373.04238093,44418538.54304874,-25658.422629243218,563879.2689857086,274346.85627163516,-24284.852240477674,-9.362905154518568,-28.53872554408572,0.001200683056813967,0.00031247502904763045,0.01208679552876268,-1.9960426167486878e-05,-2461.621518481525,-5120.272136172156,-2942.7576839419316,-5.547711003689698,9.486249086446003,4.507266585559087
2016-02-23 03:59:13,32.3,67.2,44.0,17.9,-8.5,-1.6,-15.7,35000000000.0,0.12,-132157565.84993942,65734126.58475736,-25915.646548537658,563578.3282083173,265054.5600896,-24268.479472278636,-13.658241290798978,-26.804427136586725,-5.462426060267285e-05,0.0004713488111762897,0.012085846042914072,-2.270349586989402e-05,876.441294228541,-3564.0034422593417,5262.665201343154,5.943277009476486,-0.9267816023086164,-16.72041195904249
2016-02-19 08:15:02,0.7,-11.6,39.4,15.5,-14.9,-0.5,4.1,202000000000.0,0.56,-127355113.54137601,74434480.29376604,-25968.87366003315,563411.1410777528,261063.43329256668,-24260.76712640356,-15.416266013928148,-25.865952484167366,0.0004876684800456268,0.0005413019307764728,0.012084283548821873,-2.401634219760976e-05,-1046.6118027306147,-5777.059171588461,2591.317512146553,-1.5287301635010442,15.344276061854409,-2.181140650062091
2016-02-06 13:55:09,-30.4,-25.5,31.0,15.6,2.7,14.5,5.0,6853000000000.0,13.0,-107298612.00244816,100885853.95093563,-27732.340512113016,562682.5485855567,247742.56385384785,-24231.608071521572,-20.817849047081484,-21.885930845833713,0.0014605804367260858,0.0007817548984737117,0.012072167268813409,-2.9035335441053785e-05,4180.716828260067,-4604.6453641804965,-1525.172971172507,6.1841637653274555,13.880073986152734,-0.578553160258025
2016-01-27 09:59:16,-45.8,53.6,37.0,11.5,-10.0,-4.4,3.6,50000000000.0,0.16,-87401000.87996933,118390392.64885482,-28008.263011249775,561909.4188959765,237149.25974379794,-24204.063947166156,-24.374773806331525,-17.877873133617076,-0.0003404618291876302,0.0009799204754274342,0.01205234932741207,-3.382600615066697e-05,3843.9668475276726,-3922.937224355335,-3293.6509337910607,-5.527768463805354,9.909329982172649,-0.362991879445389
2016-01-21 16:44:54,-10.8,0.7,42.5,18.1,-3.8,-17.7,-1.2,46000000000.0,0.15,-74935901.12966026,126611861.08827786,-27992.328639894746,561397.3138220244,231198.5652698278,-24186.608867431154,-26.04511470690081,-15.376578502351089,0.0005033140134484281,0.0010932523947228198,0.012035750554981324,-3.6876726837402816e-05,6164.593038906726,738.290424927724,-1633.3187916097918,-0.11759005294971793,-17.497036735484947,6.278108112899798
2015-12-21 02:32:48,5.9,143.0,42.2,12.1,6.4,-10.0,2.5,83000000000.0,0.26,3976957.218127215,147332434.16462064,-29156.25594002596,557581.5004660394,198544.4508072579,-24062.146148191176,-30.25771609167322,0.5820896635086955,0.0009905029523206267,0.0016917443425271395,0.011879680058500769,-5.3465482401233086e-05,32.580986376310285,-5598.721816844306,3141.8302047557327,3.6191244444281505,11.21977373869089,-2.145605002238474
2015-10-13 12:23:08,-8.0,-52.5,38.9,12.9,-6.6,3.8,10.4,23000000000.0,0.082,141139296.55479193,50284163.181478396,-26306.795196323626,544086.8973760456,129582.49304642648,-23652.37615166032,-10.496249596172165,27.968115699109873,-0.0020196611414656784,0.0028062108163650584,0.011358690445083662,-8.433422249651798e-05,-5749.812834522092,2136.493295341328,-1883.6494146907357,7.820502970581822,4.190409908077941,9.505543080817139
2015-10-10 09:57:51,-51.0,-21.1,51.8,11.8,-1.3,-5.1,10.6,36000000000.0,0.12,143747933.09630808,42722621.70187423,-25741.556806992685,543329.7182338575,126542.90209124156,-23629.631404411477,-8.973149812884184,28.46427654460453,-0.002121672886659509,0.0028458724315490284,0.01133197479952834,-8.543122373865914e-05,-3399.8739050970553,61.30966374867262,-5442.040753723191,2.5190343753403712,8.76590499947055,7.7486927791213125
2015-09-08 13:46:42,6.3,29.9,44.4,16.1,-11.5,-11.3,-0.9,20000000000.0,0.073,146383526.67691043,-37939630.42224058,-22320.412758256047,534981.4834824832,95685.00814374516,-23384.590528333378,7.046085182548478,28.729374171557417,-0.0015132179574299223,0.003220446347679623,0.011118471957891592,-9.203455113119853e-05,-4620.784957621351,-3759.1741097837794,2400.552501481331,8.170983960575983,12.519137812148616,-6.422196422543291
2015-09-07 01:41:19,14.5,98.9,29.3,21.0,16.8,-12.0,-3.8,1798000000000.0,3.9,145420409.88800532,-41659138.02788178,-22147.874345419285,534561.9238077413,94240.97710767448,-23372.615679787137,7.778718854331944,28.52457644047742,-0.0011359903735227571,0.0032381517941212604,0.01111058267239899,-9.23033976236241e-05,-2098.139471677593,5991.7965916576695,-856.9622861677706,19.183072932352186,-9.282994348005388,-0.1490029501922736
2015-09-02 20:10:30,39.1,40.2,39.8,24.1,10.3,-12.2,-18.0,37000000000.0,0.13,142206648.16812807,-51964548.93828239,-21930.728318427864,533369.4034432722,90184.56670266563,-23338.74365030717,9.798754425389548,27.850756827588565,-0.00011290466197379525,0.0032882593789911765,0.011089214271624757,-9.30722188277877e-05,4051.8680862998826,-1076.581009963859,4848.163522869334,-9.581803984557464,-19.303666754592562,-11.233900739674635
2015-07-19 07:06:26,20.6,-87.6,22.0,17.8,9.4,13.0,7.8,23000000000.0,0.082,67432695.86730039,-136470987.02727374,-18401.009864504107,519292.57636605785,46926.68101579629,-22951.636435076638,26.274160667816375,13.019938449644641,-0.0015189109904281224,0.0038877618170848997,0.010901242946362775,-0.00010535786456551465,4278.883982759111,-2965.961004206886,3717.841395474693,-2.315422247184011,17.420088418682447,0.9528641367610176
2015-07-04 01:40:11,38.6,103.1,46.3,49.0,0.9,-40.4,-27.7,56000000000.0,0.18,31068697.084902197,-148960129.37362,-18274.1621857333,514035.1559884526,32627.754616009428,-22809.70607772316,28.691255217962503,5.87587713005444,0.000246104962979965,0.004105939739455803,0.01083844447299566,-0.00011017409927017733,3261.648911625471,5098.490588326751,2129.3406863616483,-31.686327414246307,-33.9487011953572,-15.420817111958451
2015-06-14 03:03:06,6.3,124.1,32.4,31.9,-4.7,-17.8,-26.0,71000000000.0,0.22,-19162254.224134803,-150647489.18430856,-17258.493428461225,506695.5736937351,14018.315756315556,-22614.654019077534,29.06821687031887,-3.9650865520841396,0.0007470558025009839,0.00442011176636396,0.010760283069096706,-0.00011652390078117797,2000.8181997041136,5827.678786329883,-1768.2170995745628,-16.56829183448028,-17.016207904987816,-20.933931387239113
2015-05-10 07:45:01,-46.3,-179.3,29.6,12.2,11.2,0.9,4.7,143000000000.0,0.42,-98325613.4530211,-114252937.52255651,-18502.943614545875,492490.0955828432,-18056.13089155858,-22242.448305933674,22.040090938837626,-19.597263354298047,0.0009809448011379842,0.0050377445160766175,0.010551545686121619,-0.00013184450144418703,-4280.009240278773,-742.7769704569291,-4695.353457993256,11.099075827637304,0.07159879784781076,5.073618160853022
2015-05-07 20:34:34,-21.5,-29.3,37.0,17.3,-16.2,-5.8,1.4,52000000000.0,0.17,-102932683.55099288,-109980242.55783327,-18647.23198697824,491412.08728640043,-20301.771475245852,-22214.22707832231,21.207435774240228,-20.511106883242338,0.00036829059798296627,0.005083122792655206,0.010531464608884003,-0.00013311426639891293,-4861.453791134505,2259.391619842737,-3518.3538207535084,16.990229687557584,4.54069512101929,-0.4703308709033174
2015-04-30 10:21:01,-48.7,139.1,26.7,12.9,12.2,-4.2,0.9,105000000000.0,0.32,-115684935.16326693,-95986576.44429426,-18481.47329320326,488106.882973437,-27038.170044065333,-22127.55641632467,18.491248607761648,-23.05747333818489,-0.00048405531444077214,0.005219475480312421,0.010465402060986314,-0.00013708285052358395,-3751.287912850872,-86.52399396238047,-5175.749886622196,12.97823156862689,-0.6291561003242256,1.2326403075053187
2015-04-21 01:42:51,37.7,-39.6,37.4,21.3,-15.3,12.8,7.4,88000000000.0,0.27,-129108091.76454735,-76195985.23780389,-18753.843112209728,483817.85560540954,-35463.61758232881,-22014.647504746066,14.624406666601235,-25.7911268754338,0.0014592686562635022,0.005386303613331124,0.010369769767350535,-0.00014209129670664765,-4910.969596661531,374.14865466439505,4098.71784355324,19.24287465458066,7.797387109375749,4.653798203761623
2015-04-08 04:06:31,-25.5,51.5,36.3,19.2,8.0,-15.6,-7.9,173000000000.0,0.49,-142115197.61650857,-45834698.801345676,-20225.992657949228,477694.44697459735,-46942.38507689146,-21853.07854868026,8.618104678636833,-28.458768872420947,8.41961384406915e-05,0.00559856307162419,0.010227223630350089,-0.0001474675316466774,3639.4367589993594,-5226.242180610086,-731.7130462056309,-17.30317189387854,-7.4356273926020915,-5.358818281629823
2015-03-30 21:33:52,-36.1,-5.5,33.1,13.8,-13.7,-1.7,0.8,64000000000.0,0.2,-146820656.77643827,-25102860.789661594,-20112.605155260964,473646.24236276466,-54219.416916449576,-21746.713767484656,4.522097793276534,-29.46092979456382,0.00013937551046846143,0.0057284032182371965,0.010134727814748556,-0.00015009937309710627,-4287.611593437837,1192.677165019461,-4604.698183604161,13.03435635599869,-4.1015171602458995,2.629113019734089
