index,Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),vx,vy,vz,lat,lon,a (km),e,i (rad),Omega (rad),omega (rad),M (rad)
236,2017-04-30 21:28:28,25.7S,56.2E,32.4,-13.4,-14.2,8.9,-25.7,56.2,179409618.43915147,0.5677184080793307,0.08144703173053451,-2.4321577720290133,1.9173892318306454,1.9180037313936698
240,2017-02-25 01:22:59,29.5N,13.5E,25.4,-7.6,-9.3,2.2,29.5,13.5,117161998.69034792,0.2584444073310556,0.024675527832053575,2.737320243897399,3.2021953673054497,4.125758684112164
242,2017-02-18 19:48:29,6.2N,60.4E,38.0,-6.6,-22.7,-5.3,6.2,60.4,231023591.35814217,0.6617662805607689,0.05482327258970673,-0.5150706121018651,4.8980514248583855,2.14698094455731
245,2016-12-23 03:29:09,21.3N,49.3E,42.0,-22.4,16.4,-10.5,21.3,49.3,292408690.694494,0.8153185750085833,0.06850725896306457,1.5981988107908407,1.992134680653125,5.595785412447092
248,2016-11-24 14:10:34,15.2S,80.3E,30.6,9.1,-11.2,9.7,-15.2,80.3,266116861.477716,0.4805906193699062,0.29643909892764797,1.096953877012536,0.6389372072184951,1.5362409356896416
250,2016-10-01 20:23:45,36.2N,6.7E,27.8,-10.0,3.9,-9.3,36.2,6.7,232476411.7880957,0.36192758915508805,0.23093523502109348,-2.978188862647561,3.3095031514074726,0.18570377424427775
251,2016-09-22 04:57:49,51.8S,178.5E,40.0,-2.5,-3.3,17.0,-51.8,178.5,214233478.32075256,0.2956363424424037,0.4042101728970957,-0.006967677343543634,6.065007837743882,4.289059834964682
254,2016-08-11 05:59:58,43.7S,53.8E,34.3,-0.7,-11.4,9.6,-43.7,53.8,203299988.86436704,0.2952390060592512,0.22999937492252304,-0.7184412857663316,5.5394347107914825,2.4723572355173946
257,2016-07-05 01:24:26,1.0N,48.6E,38.2,-10.3,-2.0,-22.8,1.0,48.6,191427371.37870803,0.21223447545520222,0.7441353623425658,1.800786793295821,2.9938726610980257,1.0065005935514808
258,2016-06-27 10:02:42,15.8N,11.9W,33.3,-29.1,1.5,0.7,15.8,-11.9,130881105.08688325,0.7520796893590945,0.6112382733169155,-1.4646467694044842,3.740475618589763,5.731997983120715
259,2016-06-05 06:12:55,17.4S,138.3E,28.7,6.0,-11.9,5.7,-17.4,138.3,207093284.24442208,0.32262952165508946,0.21271432239295923,-1.8319711662638871,5.508807254050889,4.999494461713164
262,2016-05-20 11:59:46,32.8S,15.1E,30.6,5.4,-9.9,17.5,-32.8,15.1,456454496.0918685,0.6919833892624354,0.3989186534361154,-1.9740703736054,0.5766391849597117,5.67309748149115
263,2016-05-16 10:09:41,3.2N,6.6E,41.7,-6.7,-3.3,-9.6,3.2,6.6,169476061.7112066,0.14384612676372568,0.11493047341232643,0.9753700873426386,2.3244415312001365,1.275759039946891
266,2016-04-18 11:59:10,20.7N,14.5W,31.5,-3.5,2.2,-16.6,20.7,-14.5,243597819.90915322,0.3968500520767637,0.36055909089406957,0.5059580191341465,2.752119613656159,0.22828709136812275
268,2016-04-10 14:57:53,22.0N,149.0E,35.2,4.7,-12.9,-6.4,22.0,149.0,374510979.4201456,0.6168381892810141,0.07937562551584573,0.37566729746448285,3.618171473867948,2.4367806290251153
269,2016-03-16 23:54:20,49.2S,6.3W,42.0,-7.6,9.1,6.0,-49.2,-6.3,248048293.98113602,0.4102134828474351,0.13429256173947637,3.0881226817675684,0.2658661886998477,3.948005712289184
270,2016-03-03 01:32:43,48.0S,51.0E,31.8,4.8,-7.1,7.9,-48.0,51.0,145990816.22849834,0.0958740643951596,0.01756374203542968,2.861191840529184,4.409654253281211,3.660769011151964
271,2016-02-23 03:59:13,32.3N,67.2E,44.0,-8.5,-1.6,-15.7,32.3,67.2,175448770.11389086,0.2424257938769402,0.4145812252511633,-0.45715727221149566,4.188224528938724,3.1526439466153664
273,2016-02-19 08:15:02,0.7N,11.6W,39.4,-14.9,-0.5,4.1,0.7,-11.6,103522115.76766945,0.5090695905723349,0.04226528814994755,-0.5222477131426392,0.2896958702543406,5.741709760359366
275,2016-02-06 13:55:09,30.4S,25.5W,31.0,2.7,14.5,5.0,-30.4,-25.5,91955661.7273037,0.5956341351386958,0.06763495199889827,-0.7490809698432042,0.04802108742833955,5.619501316619509
276,2016-01-27 09:59:16,45.8S,53.6E,37.0,-10.0,-4.4,3.6,-45.8,53.6,140766290.7064527,0.11944840198303958,0.043808369211401896,-0.92705105002419,1.0949441420928947,5.145027673327176
277,2016-01-21 16:44:54,10.8S,0.7E,42.5,-3.8,-17.7,-1.2,-10.8,0.7,301256506.59432006,0.5760212148521351,0.11589054870874789,2.160626490378461,0.886669933671965,0.25158067144207497
279,2015-12-21 02:32:48,5.9N,143.0E,42.2,6.4,-10.0,2.5,5.9,143.0,129650356.55290237,0.2008496329517179,0.005220623481784156,-1.5923479193256602,0.7223997375074074,1.416570077584045
285,2015-10-13 12:23:08,8.0S,52.5W,38.9,-6.6,3.8,10.4,-8.0,-52.5,183144806.71769318,0.19961790039578856,0.15857250148385219,0.3452214420094768,5.795075830325101,3.8737970357958424
287,2015-10-10 09:57:51,51.0S,21.1W,51.8,-1.3,-5.1,10.6,-51.0,-21.1,193246741.60957313,0.22934866010096744,0.03995099683297488,0.30865428931528444,6.202651411917329,0.049778215265884995
292,2015-09-07 01:41:19,14.5N,98.9E,29.3,16.8,-12.0,-3.8,14.5,98.9,184282671.11924702,0.5504220781262527,0.009571075825806017,2.8604276249307885,1.2755051238652113,5.955184381528161
293,2015-09-02 20:10:30,39.1N,40.2E,39.8,10.3,-12.2,-18.0,39.1,40.2,85181746.46950059,0.7766955121526411,0.7134650181813441,2.7877377730065582,6.258816596840042,2.726176421908095
295,2015-07-19 07:06:26,20.6N,87.6W,22.0,9.4,13.0,7.8,20.6,-87.6,420881877.0849775,0.6671164788292375,0.05774037159193116,-0.9947581143334808,0.7298277708013812,6.066169168677716
297,2015-07-04 01:40:11,38.6N,103.1E,46.3,0.9,-40.4,-27.7,38.6,103.1,167153732.42550546,0.832183958796335,2.0616129287220506,1.7720887945385537,0.6538684563998727,3.2641422081227454
298,2015-06-14 03:03:06,6.3N,124.1E,32.4,-4.7,-17.8,-26.0,6.3,124.1,163259803.55277666,0.5598340588600257,0.9367280387016622,1.4411086402761777,1.0931074249399186,3.5947631250049006
304,2015-05-10 07:45:01,46.3S,179.3W,29.6,11.2,0.9,4.7,-46.3,-179.3,205631609.43188232,0.27418641525511683,0.040977285347031586,-2.27875081112838,0.31271298083314125,0.04868710183003966
305,2015-05-07 20:34:34,21.5S,29.3W,37.0,-16.2,-5.8,1.4,-21.5,-29.3,350723077.0987816,0.6190623888317274,0.04398191582073762,0.9564395852794265,3.742228725886254,4.947688659013283
306,2015-04-30 10:21:01,48.7S,139.1E,26.7,12.2,-4.2,0.9,-48.7,139.1,229053919.1195614,0.3534695999482137,0.034421356506815284,0.695446853259449,3.5876337172479182,0.9631309299074555
307,2015-04-21 01:42:51,37.7N,39.6W,37.4,-15.3,12.8,7.4,37.7,-39.6,310213573.97610146,0.6440873671976541,0.17567756104523552,-2.565732323276155,1.1967135682706802,3.334593815090875
309,2015-04-08 04:06:31,25.5S,51.5E,36.3,8.0,-15.6,-7.9,-25.5,51.5,323771234.1748299,0.6313095992138852,0.1434646552002454,0.3158016684502013,2.0685623452792683,1.8358374709730434
311,2015-03-30 21:33:52,36.1S,5.5W,33.1,-13.7,-1.7,0.8,-36.1,-5.5,225390253.40408003,0.38010391527614174,0.01205177605161771,-2.9814568008572007,0.7161641976485997,0.007559612788111458
315,2015-03-04 04:30:05,15.9S,88.1E,39.8,7.8,-16.0,-2.5,-15.9,88.1,235325851.2087121,0.5148223234038602,0.11241819721486764,-0.29344068143221347,1.9069999706521834,0.23554405607188578
316,2015-02-26 22:06:24,68.0N,149.0W,33.7,5.6,-2.3,-20.2,68.0,-149.0,304351467.5845142,0.5159594690857275,0.5054410918299623,-0.38603260702372677,3.098095475508728,5.496425124221572
320,2015-01-09 10:41:11,2.0N,28.8E,36.0,-10.7,-7.6,11.6,2.0,28.8,211435664.22544187,0.4490794239224103,0.19041558592909694,1.899674504135865,5.013547845870558,5.695766971548032
321,2015-01-07 01:05:59,45.7N,26.9E,45.5,-35.4,1.8,-4.4,45.7,26.9,706675028.9199429,0.9321886542064622,0.3423997082579422,1.9999174018124162,1.8280956928580334,5.980906545063883
323,2014-12-13 02:53:52,86.7N,162.1W,30.7,15.3,-13.3,-7.8,86.7,-162.1,249486012.86684862,0.5552514944644745,0.3626477151498871,-1.726536570091474,1.8971661262013235,0.5412316270862849
324,2014-12-12 06:48:11,33.5N,144.9E,26.3,11.5,-2.8,-2.2,33.5,144.9,190512151.36949685,0.21853834256031704,0.09254267963680009,1.3856974608672399,6.240920277155911,5.050515077404249
326,2014-11-28 11:47:18,45.8S,172.7W,26.1,0.4,-1.4,13.3,-45.8,-172.7,191519969.7343679,0.2526138404134386,0.17780411920871933,1.1509316660574718,5.73111760201198,0.8525095176096977
328,2014-11-26 23:16:51,69.5S,179.7W,23.3,21.3,2.2,13.4,-69.5,-179.7,337412293.3065877,0.7447380570838027,0.11800481101050929,1.1511731509564345,4.715115805744377,4.397488005353509
329,2014-11-26 17:40:16,68.2S,24.0W,37.0,-7.0,16.1,9.4,-68.2,-24.0,449631388.0029269,0.6892828727821291,0.03355459348723547,0.2801631705354658,6.063107381327224,2.3896669709422476
330,2014-11-04 20:13:30,43.1N,115.8E,22.2,-7.2,-12.1,-7.7,43.1,115.8,177125822.61720157,0.40410150077063545,0.055184708937383906,-2.4009014496332135,4.715976112803559,5.800056249449844
339,2014-08-23 06:29:41,61.7S,132.6E,22.2,-2.3,5.7,16.5,-61.7,132.6,200569941.79947767,0.34036825774128204,0.36175314009713205,-0.5213993570113297,0.9858483784158718,1.416998301555913
342,2014-06-28 02:40:07,18.9N,141.2E,26.3,12.0,3.5,-10.5,18.9,141.2,432904863.1378176,0.6552731589652228,0.12888701260040236,-2.5714704566148523,0.6103544810352748,2.0030775003849275
343,2014-06-26 05:54:41,71.5S,93.4E,28.5,7.0,2.9,8.3,-71.5,93.4,147050850.40329936,0.029394656956193276,0.0038363506607447936,0.4668993950831764,2.1604478787898973,0.4292485159310937
345,2014-05-16 20:06:28,39.4S,95.9W,30.8,2.9,13.4,-12.5,-39.4,-95.9,338065815.7684856,0.6184542360886118,0.21370965939211245,1.0165991749798007,2.1741045707373257,2.167316222023265
346,2014-05-16 12:42:48,44.2S,176.2W,44.0,14.4,4.6,6.5,-44.2,-176.2,123383123.5617473,0.4471546866887871,0.02817324475991362,0.9647512906015401,5.6082039326997855,3.8461748864380754
347,2014-05-08 19:42:37,36.9S,87.3E,35.4,-2.0,-16.1,9.9,-36.9,87.3,140284312.9473338,0.49641922763898516,0.1022051866499293,-2.3061728750244934,2.226613522183335,3.200922655790705
348,2014-03-29 13:45:41,28.7S,121.5E,30.7,10.0,-12.7,2.2,-28.7,121.5,282337997.92565453,0.5353961449091591,0.0690651144839249,-2.98136410051794,0.8051843599291058,0.8086035633649011
356,2013-12-23 08:30:57,39.5N,2.0E,34.3,-1.1,11.4,-9.9,39.5,2.0,126103769.6567069,0.3748225552757698,0.08622255788284106,-1.5465106240355555,5.454087420014058,1.5091061121596177
357,2013-12-08 03:10:09,32.8N,165.1W,23.5,2.3,2.5,-11.3,32.8,-165.1,147363718.43660614,0.07824533141591976,0.09872303384084131,-1.8005746193731036,4.826829605255998,4.6822779432277075
358,2013-11-21 01:50:35,44.7N,35.3E,59.3,-5.0,-11.0,-2.7,44.7,35.3,114957088.85714324,0.2836746077933433,0.03175864262408575,1.029299858900995,3.2373616371510323,4.506369049767418
359,2013-10-12 16:06:45,19.1S,25.0W,22.2,-8.0,8.4,-5.5,-19.1,-25.0,142238297.68180338,0.14745520484850955,0.16409534786207916,-2.7991381006982743,1.0893850600117823,1.1636753840861536
365,2013-07-30 02:36:58,50.2S,90.2E,25.6,15.9,-8.6,5.1,-50.2,90.2,354758975.79459333,0.6340651643112671,0.1657028430559992,-0.8807546827248115,5.335795932115753,1.0928310337594356
366,2013-07-27 08:30:36,0.3N,156.2E,26.5,16.0,14.9,-3.3,0.3,156.2,239986344.56763095,0.572792756262224,0.2986939296588481,2.170876499593989,4.6175019152825225,0.7470089340145947
372,2013-04-30 08:40:38,35.5N,30.7W,21.2,1.0,9.0,-8.0,35.5,-30.7,157605054.1254439,0.11077983079815712,0.12620820496049645,0.6986025660200512,4.357774468479165,6.020193041496219
373,2013-04-21 06:23:12,28.1S,64.6W,40.7,5.0,14.0,1.0,-28.1,-64.6,256031579.5356399,0.475071201566913,0.022066225113285706,0.5447749382397715,3.9366625005911366,2.2800767993192235
376,2013-02-15 03:20:33,54.8N,61.1E,23.3,12.8,-13.3,-2.4,54.8,61.1,257359851.55752233,0.5582507127084861,0.07104311599204338,-0.5785977269304661,1.9068668369842445,2.009645574321942
382,2012-11-20 20:37:31,2.5N,29.6E,33.3,-12.2,-5.3,5.3,2.5,29.6,267377257.6401729,0.4664508773222838,0.1509524329473317,1.0319042450175566,0.4975423766411726,4.109925265321307
385,2012-10-19 16:26:22,75.4S,49.6E,29.3,-2.3,-3.9,12.4,-75.4,49.6,227029673.4062699,0.35251251863868116,0.16143025102586264,0.4633430041643595,0.10543771947118952,3.8886922839747737
388,2012-10-02 16:38:38,8.1S,111.9W,35.0,1.4,15.3,1.0,-8.1,-111.9,132080534.20621054,0.35742843216090964,0.0531551152923908,0.17483500493755952,4.0178251047834905,2.180733484449746
390,2012-09-18 19:34:39,1.2N,52.2W,28.1,-1.9,14.1,-11.5,1.2,-52.2,203242668.88239527,0.38777907483721447,0.342978738234687,3.0747627925277405,2.001280028668649,1.94837408157197
392,2012-09-10 01:03:32,69.8S,111.7W,23.8,-10.2,-5.2,12.4,-69.8,-111.7,138476710.24179158,0.27753419540623486,0.3533294342394595,-0.22185058683998093,2.1084396274847776,1.1553345076086226
393,2012-08-27 06:57:43,18.3S,64.2E,38.7,-8.0,-23.7,-14.5,-18.3,64.2,250024868.1933278,0.7478932255623023,0.3505210844902346,2.698418290287596,1.2009981401012695,3.4465587441043155
394,2012-08-26 14:55:47,11.8N,117.0E,36.0,5.0,-11.6,-0.7,11.8,117.0,186953155.23943192,0.2523922119186699,0.05969353780981823,2.683313659407102,4.074579778527244,4.41238782677687
397,2012-07-25 07:48:20,36.4N,41.5E,26.8,0.8,2.0,-18.4,36.4,41.5,155466652.7338897,0.05017730867317617,0.5038809115559972,2.139720012381532,2.222181569118698,5.49078392743221
401,2012-05-15 11:04:17,61.8S,135.5W,33.3,-0.8,1.1,17.0,-61.8,-135.5,143858565.94551733,0.10666335561789314,0.43093616287089564,-2.184395546118752,2.163021693064108,2.642673935004826
407,2012-03-12 06:40:44,2.5N,139.8E,25.0,0.1,-11.8,0.3,2.5,139.8,141033573.93795952,0.17622976707993396,0.018561510119146613,-0.14390227068579306,1.1317241576192263,0.9062452661030562
414,2012-02-04 14:42:51,32.4N,0.1E,34.2,-3.9,10.9,4.0,32.4,0.1,115386638.10024053,0.3095348819928918,0.05962565641655161,2.364929281632482,3.4056380380961047,1.4283470431055711
415,2012-01-15 12:26:20,64.1S,109.9E,26.3,-1.9,5.1,11.0,-64.1,109.9,121997088.88443916,0.2370584726986294,0.06869388601049227,2.005343027041035,3.486869294723898,3.6605412328171703
422,2011-09-13 23:36:47,19.9S,13.8W,21.3,-3.7,1.8,16.2,-19.9,-13.8,359610639.5948866,0.5770326945174528,0.2954413482622565,-0.14618761511407408,0.11286835051897626,1.0832536908786912
433,2011-05-25 05:40:02,4.1N,14.0E,59.0,-3.4,-10.8,2.4,4.1,14.0,151215702.88265583,0.03357736994807983,0.026979017122348542,-1.9127996641657719,4.786828021473764,1.6465338208260354
439,2011-04-06 08:30:55,71.1N,43.5W,22.2,3.3,11.8,-3.5,71.1,-43.5,143146650.066864,0.20621887689398574,0.013870793990733241,0.30154892662357263,5.186579050321916,1.3032738329891327
443,2011-03-01 10:37:54,53.5N,103.9E,30.6,-6.7,-1.1,-9.8,53.5,103.9,143643087.40362707,0.11113188057603027,0.12619764102755357,-0.3356407487388688,1.21715919803398,2.35549692936028
444,2011-02-21 05:07:03,26.3N,43.7E,44.4,10.3,-14.8,0.1,26.3,43.7,438645795.88550043,0.7346753656940813,0.10903586548351232,-1.5562855318246291,3.3696991664964364,6.207518712187868
448,2010-12-25 23:24:00,38.0N,158.0E,26.0,18.0,-2.0,-4.0,38.0,158.0,147118504.40518737,0.3910418393304179,0.2880987027530496,-1.4982892441782998,1.20666118496389,5.066788761492361
463,2010-09-03 12:04:58,61.0S,146.7E,33.3,9.8,-3.5,6.5,-61.0,146.7,175044849.7041016,0.21316098112349885,0.01521801432193944,-0.3318066561738633,1.014415790054704,4.0475640987155925
468,2010-07-06 23:54:43,34.1S,174.5W,26.0,12.1,10.0,0.2,-34.1,-174.5,373166512.378773,0.6522659561760389,0.02866636137255714,-1.0720825918235775,5.453781987176965,2.7723620342839297
473,2010-04-16 04:38:52,1.8N,176.9W,22.2,12.4,-13.2,-5.2,1.8,-176.9,376795675.38367194,0.663808636966417,0.007956963790969952,0.44586318339203074,2.084510996091481,5.39093637984632
479,2010-03-08 22:02:07,32.0N,92.9W,52.0,19.1,11.0,10.7,32.0,-92.9,183175014.9260661,0.6447433453416279,0.3013815291665594,2.9385786770013875,4.255561050665413,1.8705092370989824
480,2010-02-28 22:24:50,48.7N,21.0E,37.0,-11.7,2.7,-9.1,48.7,21.0,424431169.7398912,0.6524765561371267,0.12581955211683377,0.02922402459427363,2.9868470296388097,0.011921419727805471
483,2010-01-15 19:17:54,8.3S,27.0E,25.0,-9.1,6.0,8.8,-8.3,27.0,256741911.78983298,0.4536400141728406,0.13362185653498476,2.026728540595227,5.701034325675335,4.872650200410827
487,2009-11-21 20:53:00,22.0S,29.2E,38.0,3.0,-17.0,27.0,-22.0,29.2,284601343.1207442,0.4846536058589537,0.9087406464890226,1.0402925860259788,6.187764496753477,2.3349755070323166
494,2009-10-08 02:57:00,4.2S,120.6E,19.1,14.0,-16.0,-6.0,-4.2,120.6,176292749.27561247,0.5459671877172836,0.24787154302177286,-2.8840712747126185,1.2529587547574312,2.497655211532141
497,2009-09-04 02:23:18,42.5N,110.0E,28.3,19.2,-11.6,-8.5,42.5,110.0,296042493.52261156,0.690482379499722,0.16248249670864492,2.829658567028919,1.6130713092810272,0.8382999335099308
498,2009-08-23 21:17:19,67.7S,18.3E,34.0,-6.9,5.3,8.5,-67.7,18.3,235441152.63884524,0.35488831848777946,0.021432020614530443,-0.4794806351673471,0.05453285032592259,2.3727771461982208
502,2009-06-27 13:08:05,26.6S,12.6W,26.1,-11.6,1.6,9.7,-26.6,-12.6,187877064.09103742,0.23728411885355707,0.29557182232208423,-1.4673169112697921,5.536281306908474,2.2934362273744107
515,2009-02-07 19:51:32,56.6N,69.8E,40.0,-2.4,-1.9,-15.1,56.6,69.8,259929530.04887763,0.44385234997375617,0.2529086496694738,-0.7110218962973487,3.4638812973055395,4.325171836139813
518,2008-12-24 15:51:58,68.9S,102.0W,21.1,-13.4,18.0,8.8,-68.9,-102.0,420132511.6465023,0.7704530511439016,0.057679410571160626,-1.437575437651742,1.699817690653811,1.7106146562838038
521,2008-11-24 22:01:19,57.9S,146.1E,34.8,21.5,10.0,0.4,-57.9,146.1,239106641.3456472,0.6220074652123448,0.28700717703870193,-2.032703899493727,1.5601347484471155,0.6828749325562651
522,2008-11-21 00:26:44,53.1N,109.9W,28.2,3.9,-4.1,-11.6,53.1,-109.9,118408827.42611523,0.2617349747281421,0.18024045550979317,-2.1103353413774184,0.06324353829823881,1.2056012293019895
523,2008-11-18 09:41:51,29.4S,75.9E,35.2,-4.0,-15.2,-16.0,-29.4,75.9,465249386.3952653,0.7006474188198506,0.5764915213240549,0.7897193915607391,6.22778241703701,4.825897829741626
525,2008-10-21 02:20:25,32.8N,165.6W,29.6,9.6,5.8,1.5,32.8,-165.6,156023754.6448458,0.043679985585655154,0.015351944541050249,0.7651286230735184,6.116302279764118,1.7059684730031464
527,2008-10-07 02:45:45,20.9N,31.4E,38.9,-9.0,9.0,3.8,20.9,31.4,246829617.7162314,0.4306499452368938,0.06787464476492332,0.2510788774984761,0.6303262596121098,1.108025908279341
531,2008-08-07 06:07:10,18.5N,180.0E,45.4,6.5,-12.1,1.7,18.5,180.0,202596818.32373816,0.3365996529980572,0.11365010771158832,-0.784484857198801,5.39054894855116,5.370325595104292
532,2008-07-23 14:45:25,38.6N,68.0E,31.5,-7.7,-8.2,-9.1,38.6,68.0,293997660.95445704,0.4872699782371696,0.1802144883291609,2.1262841736366997,2.8500340627724476,6.256208834281946
536,2008-07-01 17:40:19,37.1N,115.7W,36.1,2.8,1.7,-9.2,37.1,-115.7,138252279.70926285,0.0834404745045052,0.009517309088100863,0.4836725095819815,6.13577713604386,3.309476766555458
537,2008-06-27 02:01:23,26.9S,17.7W,33.7,-17.9,13.0,6.6,-26.9,-17.7,428264018.29864377,0.758169056078319,0.08504040131129728,1.7174158467369243,4.404505560419679,2.1486075885904814
540,2008-05-24 10:18:10,0.8N,162.0E,37.0,7.9,3.1,11.4,0.8,162.0,139561901.22893164,0.22423405000121563,0.20457465224898627,-2.029951491334812,2.196298957957545,5.328954568025766
547,2008-03-15 11:29:55,28.0N,41.5W,26.7,-4.1,4.8,-11.2,28.0,-41.5,163191267.10261017,0.09627257582407582,0.20784235547763436,-0.08526126760724359,2.804113124834842,4.079157574479363
554,2008-01-09 03:53:15,66.8S,67.3W,31.5,4.3,5.7,9.1,-66.8,-67.3,180946215.87950584,0.19804987622044298,0.06901728202512201,1.9016298968092862,6.132244171395361,2.2984650721273336
558,2007-10-12 09:14:03,88.5N,116.6E,37.0,-4.5,-14.1,-10.9,88.5,116.6,273725250.9311956,0.5042111528817788,0.3087378489662884,-2.814311620706249,2.367335589296335,1.3829640520172166
560,2007-09-22 17:57:12,49.2S,85.5W,30.2,-9.2,13.6,3.8,-49.2,-85.5,449187781.16860455,0.6525982533509285,0.07300241070996663,-0.19163143733543564,5.444768529014496,2.9153416879529086
567,2007-04-18 12:44:23,83.7S,171.2W,38.0,-5.3,-2.5,23.7,-83.7,-171.2,193280426.67091113,0.23015008216343089,0.7013507171431721,-2.6527542449535773,6.095253818449567,2.1627330006518104
569,2007-03-17 06:48:35,7.1N,4.1E,32.5,-7.3,-1.9,-12.4,7.1,4.1,181125001.15954718,0.1772862840227433,0.28470662184625384,-0.0640501149702109,2.82744084177064,1.5329601813568825
574,2007-01-22 07:24:56,45.4N,53.5E,32.0,-3.3,-12.8,-1.9,45.4,53.5,177981064.00335538,0.2659223661237745,0.05338497156236361,-1.0061956371474972,2.0059660873432,1.6968825082813996
578,2006-12-09 06:31:12,26.2N,26.0E,26.5,4.9,-15.0,1.6,26.2,26.0,390802167.9938104,0.651803190745605,0.029474923714341128,-1.7613299643561418,2.594856839217634,2.417032367468094
583,2006-10-14 18:10:49,49.4N,175.0W,44.4,4.9,23.4,-1.0,49.4,-175.0,231991660.04930452,0.6544302293030554,0.06470708889538108,-2.762460112476159,1.4045826263373087,0.9912834511060069
590,2006-09-02 04:26:15,14.0S,109.1E,44.1,10.0,-9.9,1.5,-14.0,109.1,226554179.27387324,0.38516487599936505,0.0032882525592948723,-0.32497999100982516,5.485610472227939,0.11881421911577572
596,2006-07-15 23:55:45,78.3S,5.0W,29.6,0.1,2.0,12.2,-78.3,-5.0,178195586.55619058,0.16288099501130462,0.1499133067770249,-1.164305528938885,0.3801815675325244,5.318961993043696
597,2006-07-15 15:22:49,31.1N,45.6E,38.9,9.2,-1.2,-28.7,31.1,45.6,169013051.12332454,0.1655559870069151,0.9572048907460604,1.9758380030163685,2.150296104484667,3.6007432598704314
598,2006-06-07 00:06:28,69.2N,22.5E,40.7,6.1,4.6,-18.0,69.2,22.5,461795711.46578413,0.7165900313379158,0.2409716114732868,1.5273523495961667,2.243562544051935,2.7485214148496304
609,2006-02-04 08:38:05,36.9N,143.6W,38.9,-8.8,3.4,-17.4,36.9,-143.6,155736155.7158464,0.06595799013094639,0.5380677597056911,-0.7801587333457976,3.105775700053874,4.737172637101796
610,2006-01-28 03:33:48,51.7S,56.4E,37.0,8.4,-16.4,3.2,-51.7,56.4,182526229.13506496,0.47163295670491445,0.13989982129351033,-0.8995188345823903,1.489401548379928,1.3374692518140456
613,2006-01-10 23:25:28,29.8N,12.7W,32.4,-9.9,-6.3,-12.2,29.8,-12.7,142520040.66878846,0.34655317736124636,0.23040221204245048,-1.2068567225766422,5.136880286895687,4.212578727241526
615,2005-12-29 10:05:35,3.0S,154.9W,42.2,18.6,8.5,3.2,-3.0,-154.9,262997284.1620434,0.5712768841409928,0.2915045685502439,1.7090799997525938,1.206247480844672,3.214646345397921
630,2005-08-09 14:35:45,21.5S,56.2E,37.0,-16.3,4.3,1.4,-21.5,56.2,266888782.81926042,0.5372363748112856,0.07899872286501458,-0.7227629581968418,5.196375000020594,2.600467150409365
634,2005-06-03 08:15:41,31.0S,90.3W,29.6,-1.5,25.3,6.7,-31.0,-90.3,118039634.4359627,0.7810571565571088,0.21186108411723287,1.2725331491160743,5.818435380624167,3.696311050599234
640,2005-04-19 07:37:47,50.2S,146.4W,38.5,9.3,13.8,2.5,-50.2,-146.4,219276169.15945643,0.45429900231606607,0.03842793540811344,0.509112736987232,4.352927909467812,4.695025552180925
658,2005-01-02 23:09:51,21.3S,154.7E,35.2,20.2,-3.3,6.6,-21.3,154.7,141923938.79717675,0.5928402262078868,0.07450497379703652,-1.3646188598050137,0.9009960705591631,6.168228838993715
667,2004-10-07 13:14:43,27.3S,71.5E,35.0,-15.3,1.0,11.6,-27.3,71.5,387045166.55780315,0.6487334594831292,0.2543399092554774,1.8013517914966664,3.6346669291176976,2.904326795023607
680,2004-06-05 20:34:10,1.3N,174.4W,43.0,9.4,17.0,-1.5,1.3,-174.4,306694616.9136071,0.6137751187990782,0.1502680018612571,-1.8176937528202486,5.152760366093336,0.7320697069585886
689,2004-04-22 04:21:49,44.3S,83.3E,29.6,8.5,-12.1,-6.8,-44.3,83.3,276859671.20340365,0.523650465862919,0.11049874765279838,0.5671305855500322,2.2635313062434044,0.2077606128136038
690,2004-04-06 03:24:49,12.0S,162.8E,35.0,10.5,-23.2,-2.9,-12.0,162.8,186311215.0910663,0.7154913336228215,0.1407725543189384,0.2924947110369959,0.999436189538951,4.334822225166663
701,2003-11-10 13:54:06,64.5S,136.2E,23.0,14.8,-8.7,10.4,-64.5,136.2,305622193.44557166,0.5899291907429004,0.33807430318105103,0.8428763726545843,0.9164812229904502,5.56016063562949
706,2003-09-27 12:59:02,21.0N,86.6E,26.0,-1.0,-5.4,-17.3,21.0,86.6,153175971.1362173,0.030214600827604323,0.48214437700561785,-3.0659614532830757,3.5627736672096018,6.163875309434842
866,1998-01-04 23:00:27,35.1S,33.4E,30.0,6.0,-10.6,12.0,-35.1,33.4,104182427.01013593,0.5071530085129955,0.23441444652729168,1.8234950371289735,3.4650078580654653,4.0904220664140505
